PC1,PC2,PC3,PC4,PC5
-461.74910912634965,-6.739977385696905,-1.177465136485301,6.764578180439759,-1.8896720341031
105.45263601097884,-21.582688729683976,-95.1398383688209,-5.8206095517711205,-0.5124364080632091
124.4096648005177,-21.48346676738415,-90.24477081001373,-5.268890211665873,-1.557119112101276
-477.042193132978,-6.556265521280071,11.64222973780767,49.88691013221117,11.827475680001427
-449.49848597057667,-5.922384886194211,24.988904977952217,50.967331140795096,10.44486427726929
-63.61713374317645,-12.725786834991878,-14.043638183209882,-15.893662288431527,4.253862063048146
-55.49261323739006,-12.62300473108998,-12.078539646475667,-17.95037723750415,0.15837409419792436
65.0802958232706,-12.727771947374908,26.34772047251721,41.40346737630034,4.784626032663255
145.3260511910587,-15.79839955000013,-5.543747903916634,20.25862926581149,-0.055784976915717266
143.95852096758802,-18.565736006005594,-48.35176777891435,-2.2164858598577375,0.9421871147819303
143.87100218472972,-18.79981310206681,-47.79767511793003,9.46734011559749,1.8966142981925458
155.49789492009086,-20.04780343258133,-65.26897421385146,-3.4597598430356946,10.477429895337195
107.73452073957685,-19.63675964258412,-58.31467766473238,34.14659068401291,-19.28306152495349
138.93656159252623,-15.420097912875214,-8.478027426780663,-1.7201714699049901,-2.017360251902545
153.16934495997816,-14.850169225286148,-5.185886386926281,-23.57015123228674,-1.8835704887361686
168.58090735267342,-15.09622546255859,1.3788073036382489,-1.0402208591950846,4.109876887574956
-473.11394943279794,-5.153140514414799,9.528671033395076,-19.34566113598197,0.7351291979384484
100.05467266594269,-21.916008891122328,-96.21834946779464,8.991825957630486,-4.677267833219446
-484.39954073073113,-5.6106610455723045,3.962593601675655,-11.147720178555605,-0.222668676250521
-458.7459517866061,-6.598317622148217,-0.893450774199879,-0.29752089190319,-2.9151177869177047
145.44501207844428,-15.352634738419823,-6.798218166620465,-3.1214601170864746,-2.976987099212792
167.50028674398322,-19.98512139509301,-62.38636676342174,-2.691466318809219,0.9653241977776759
-344.76045689193705,-4.18002039849895,49.634091056676226,-8.095256619976674,33.91546388598631
-10.548652681354383,-12.47802649695035,2.768508049620417,-1.5701839088036635,-2.0659206535790275
50.59071924191596,-11.683069850536352,20.348624017483694,-14.754951956986497,6.8128265212263415
58.00494955242766,-12.232894203625431,23.257406329508385,14.60532271820593,2.212750834329512
119.21669601972314,-15.408777198157559,-13.97063892299827,-9.306964778167728,1.1515957342017487
138.90188786833153,-15.542087917958842,-8.167975415680946,4.4778780888734,-1.4001006863681766
176.8222327798967,-14.581968851711444,3.0049828153316565,-21.695640471352245,-1.6136303787659472
184.48342674953938,-14.817011023470585,6.281512199106098,-5.759737053282997,-0.6586946198720369
137.36136512902715,-18.293023683853782,-50.745485370284584,-18.915786393603234,5.7467704220984785
155.50161290954088,-19.384040425279128,-44.73720789933752,37.39558861482662,1.9936519740372205
148.69108773221035,-20.136503815876228,-68.06288249179744,-3.226399865215413,-2.9673159319545164
161.05166878479497,-20.062251231467055,-64.15509051254153,-1.2896168407780202,0.11087243085370346
167.53795350386304,-19.859471781097614,-62.69892093712226,-8.918845400804305,0.4141071565097718
173.60667289403693,-20.428933129768964,-59.99316490296969,21.087539845008163,1.8028527119729603
105.51205658528681,-21.39314277430378,-95.59134952861741,-15.276186804754749,-1.1764999180934694
119.68405299937785,-22.0387438587821,-90.08991972954406,21.590057725289032,3.3030208511702313
124.4569741719564,-21.350081504177865,-90.53215932203484,-11.71103685566802,-1.8287805455788941
-487.99620997577836,-5.8544600823346205,2.7324594490048657,-2.7407810591987563,-1.6247288139366702
-187.50473485494837,-11.397705776209985,-16.731868913537614,-6.705574649721612,-10.73404102922538
72.313441041587,-15.922275782646736,-26.394604704279494,-0.6640135020897482,-0.36687364561274194
96.90523308599563,-15.921638422840612,-18.381208632174225,10.115607751514684,9.112448383252826
143.90794557512925,-18.74388837051233,-47.95244075689196,6.1306833958792915,1.5137844126152231
179.32100959496893,-20.678627357337984,-58.22218940612486,33.76732481334889,2.3912030733123686
137.3659346302561,-18.288224281920186,-50.72769101708517,-19.014903067551245,5.823642695727202
138.7946935275969,-15.976264643924619,-6.965533099045826,26.738772759193434,1.3299444950293093
-112.10704794845248,-13.31120610728498,-28.142063303216737,-8.91200769403764,5.610910645608527
-491.18407333221603,-5.78391285823232,0.9611405180693264,-9.903050924247307,-3.803985564046201
-447.6810685188766,-4.9612736608256585,22.36344306166997,0.09581929989925797,-2.4797056735335588
160.47250798196978,-14.741328340314475,-3.1209125083194014,-26.445976920083226,-3.9639346783924054
79.7328542506001,-15.753155979792869,-25.4677244427646,-8.956739122349514,-2.998479563747239
104.33154694515258,-15.66784826365426,-17.62803719683548,-1.5884935482646547,1.101915784600635
104.33154694515258,-15.66784826365426,-17.62803719683548,-1.5884935482646547,1.101915784600635
111.91510193165277,-15.715825166770703,-15.828180581693806,2.057692554746591,-1.501182145296653
160.53562154199392,-14.816525199350565,-2.5868645228964002,-21.04416279806675,-1.4472097212372148
173.60075541101628,-20.454700616552586,-59.94270565915383,22.11588107413183,1.849293071056323
129.7082262973065,-21.724583760553614,-87.31468536092892,10.919545534555393,3.702371263534019
-524.0215551102606,-6.109652936148792,-7.651980750811692,-4.746905342111496,-5.3985423660277405
-514.4738084415188,-6.273422650663521,-4.710153521677871,5.661530270321034,-0.3339172401897059
-449.3598253476529,-4.8531681140657215,21.492276736958445,-7.25569217218791,0.5863241121617904
-449.47554423359475,-5.2594394445175325,22.546276663978944,13.332727387258661,2.732503379506653
-86.53042383213074,-13.03220047862558,-19.872946735320866,-9.02863277002826,1.029677565184116
79.72835107269702,-15.746023226949426,-25.541785585400405,-9.80916791837046,-3.3331028819676476
87.88462446979179,-15.632531787457918,-23.431640243991403,-12.347350774792009,-3.0291027183608037
111.92970341676164,-15.695641287907069,-15.869998417539787,0.8668595638667469,-1.4935066401921375
119.2628907394577,-15.448546205724718,-13.733041090860434,-7.27657205836671,2.239245747128919
119.23135302454602,-15.401089131325524,-14.026931728071485,-10.464926933292666,0.9566420966796727
119.23006223978803,-15.400433210863351,-14.02513551540334,-10.459028611304504,0.9881292150935792
-476.77459584851067,-5.216443203299646,7.6705647235644125,-20.750528154552924,1.7851240236936547
-454.12793259233905,-4.688481836873936,18.834645030845643,-20.013397526998965,2.9077185962422334
137.24323992927577,-18.588672779913708,-50.12691749083176,-4.789840418533558,6.337653793401216
-476.7937271976649,-5.207653112111466,7.584159966440355,-21.378497574770357,1.4041881154087292
71.79605029276456,-11.930749777693286,24.6562610021766,-1.7397331388723956,-3.629468124014437
168.6743340049469,-14.814385163695029,0.6394295123115494,-15.592245544078539,2.5476918194087546
-531.9008409469266,-6.822907604531258,-6.513509633090951,34.26649949914476,3.4935278396947353
-514.428189378754,-6.0766731564046506,-5.085071492942024,-2.6519411455075748,-0.7387390660790203
-447.76484219581573,-5.462135165861285,23.816810415602845,25.776882147866576,1.098139347254289
-18.615859796354925,-12.95141981739624,2.6368213396483124,21.28061953182834,4.530824907587387
15.19467304536579,-11.946017500157822,7.214258732505817,-25.597517327893566,-5.148317408200867
58.09416910240907,-11.845630504749636,22.087246308062483,-6.45900986810118,-0.7493550330047185
79.67122931236565,-15.969523346607026,-24.956803277629366,1.41734353599308,-2.1299081657448653
96.93980393152617,-15.862670007405384,-18.527862424724574,6.758969527221016,8.896305722587968
104.28473092876266,-15.798231505660148,-17.41979469693608,3.954114338509793,0.9700682796770934
111.94801947589428,-15.704856586696874,-15.784569862602508,1.4972731807557658,-1.0789689267628972
160.48903613855862,-14.70983296163719,-3.2324153563579774,-28.569477827075342,-4.2492704969368305
160.50498683020714,-14.896574580800145,-2.45929171101972,-17.71439742074216,-1.478174829663942
160.4543182586325,-15.045652171979498,-2.1073883478096036,-10.329054468426072,-0.9069428717091057
184.5235829021144,-14.757529389675426,6.147536091380372,-9.230922214916937,-0.8035808922305847
-473.08283572568416,-5.09759340808309,9.454387658999009,-21.736679065910707,0.860410362817845
72.23114667381947,-16.252006380070732,-25.471541432322223,16.57366665418702,1.7339526658350906
-473.08331472101116,-5.073091132965217,9.401098221518376,-22.67542651330656,0.7660943063651757
-63.641462543996,-12.789879099375634,-13.893140192362507,-12.69969089132988,4.508091983713328
58.064643671589124,-11.906985730483182,22.308280701950558,-2.2346876498301462,-0.20900177298456413
87.90257426840856,-15.44859631152255,-23.936174334882622,-21.04722881483184,-4.308924791072101
149.88572110328164,-19.069287002591512,-46.24285919638904,22.441036035916756,0.14997941820358562
-528.0196734772304,-6.252746062191267,-7.798750931671798,3.2333960883829356,-4.1137767108293275
-543.4974760975726,-5.836389235058913,-12.358906030075651,-18.9812104958435,-18.889137477964717
57.893472295930565,-12.766942459725964,24.737773900547133,41.66012028415102,5.6022470755830085
58.09641770886219,-11.836895818534764,22.097683510178378,-6.494583223657333,-0.6724592233967854
58.09641770886219,-11.836895818534764,22.097683510178378,-6.494583223657333,-0.6724592233967854
71.71037328371904,-12.37267900103452,25.941858293297955,21.11306824325106,-0.43218653241716254
96.98120321168494,-15.648244342804713,-19.135191568796763,-4.186342697126555,7.383527494093059
126.1473482188843,-15.234282598109683,-12.246906361927286,-15.117016065864776,-1.2004306775978364
-549.5148473333832,-6.598228416624707,-6.715933427312493,33.89707251159439,-1.4965950207418643
-499.3024853575979,-6.2072021789950504,-1.067269275314441,6.750399021534438,-2.2405273429225616
-480.39048931368507,-5.370752273835558,5.849188501312133,-17.860856779688184,1.3844244478395211
79.73173236668106,-15.733008276859394,-25.52043232312913,-9.892948350999998,-3.154904269036024
143.92183156634633,-18.6830214927327,-48.11051974055361,3.0891082577619535,1.167736972641805
155.62725277244613,-18.94416114209925,-45.902894336279594,14.801065377563841,-0.5610253110077252
-499.2692203028606,-6.038421234311526,-1.5763354901367368,-2.17862049928695,-3.542118938931381
-476.7365981191755,-5.063362887166273,7.231224119304619,-28.839355554890467,0.7539297804593588
149.99801783639816,-18.58056855192573,-47.60133378100899,-2.7856093850937853,-2.9405504400586437
167.50636780260368,-19.937358906419608,-62.56580329553569,-5.582171772846554,0.3789126746221996
-487.94633827717155,-5.5513362194401035,1.8419266054144057,-18.56671066046607,-3.7822591885472576
-487.9484219541752,-5.553454227187675,1.8365553749689045,-18.51159533275953,-3.8877913653318217
-473.1605474448889,-5.23905242827451,9.63641332896796,-15.757474575091898,0.5312449231139169
-473.1100354477327,-5.1588121330930985,9.525610958727091,-19.39605015706946,0.6843868686756736
-466.7829068975167,-5.124366368293029,12.329369796784514,-15.388726979071205,-2.1030959391715527
-86.5225922133917,-13.040937306727717,-19.79742773653433,-8.213128839031935,1.3086787333261896
65.1391093313797,-12.508151749214598,25.68347958233236,29.247263542663223,3.1238966207008616
65.28383389574151,-11.894298331171235,24.01147033564409,-2.137227512220349,-0.5464139439353488
132.83081614724858,-15.42985464161907,-9.706341820964894,-2.212699139743709,0.405097647030928
114.93740971176203,-19.077915505501384,-57.966564979331515,5.04660471437332,-7.017157817896603
137.23661759713832,-18.81020971684088,-49.33123357691313,7.383425989505373,8.917772725862463
129.84258718843682,-21.202902399364277,-88.69449373605272,-15.631186424480811,0.8069671561507903
-447.70558226993626,-5.034556117446882,22.496064437658127,3.3723163557032088,-2.528236327594101
